Row ID,Order ID,Order Date,Date Key,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit
6305,EMEA-2021-107552,5/6/2021,20210506,María García,United Kingdom,London,EMEA,UKIR,AnyCompany 38,1036,Transportation,SMB,Support,2VIMDVH2P8,6.68,1,0,3.2064
6306,EMEA-2020-163328,11/5/2020,20201105,María García,Belgium,Antwerp,EMEA,EU-WEST,ExampleCorp 25,1073,Consumer Products,Strategic,Support,L9LJJUKY3D,17.584,7,0.2,-4.1762
6307,EMEA-2020-163328,11/5/2020,20201105,María García,Belgium,Antwerp,EMEA,EU-WEST,ExampleCorp 25,1073,Consumer Products,Strategic,FinanceHub,RAF9AWCRKE,104.784,1,0.2,-14.4078
6308,EMEA-2020-163328,11/5/2020,20201105,María García,Belgium,Antwerp,EMEA,EU-WEST,ExampleCorp 25,1073,Consumer Products,Strategic,Support,F44IBKFACV,47.952,3,0.2,16.7832
6309,EMEA-2020-163328,11/5/2020,20201105,María García,Belgium,Antwerp,EMEA,EU-WEST,ExampleCorp 25,1073,Consumer Products,Strategic,FinanceHub,OGB6FGQ8XE,650.352,3,0.2,-97.5528
6310,EMEA-2020-163328,11/5/2020,20201105,María García,Belgium,Antwerp,EMEA,EU-WEST,ExampleCorp 25,1073,Consumer Products,Strategic,FinanceHub,IHCU19L9PM,629.184,8,0.2,228.0792
6311,EMEA-2020-163328,11/5/2020,20201105,María García,Belgium,Antwerp,EMEA,EU-WEST,ExampleCorp 25,1073,Consumer Products,Strategic,Support,TMSVYK5MHR,15.176,1,0.2,5.3116
6312,AMER-2018-112837,9/11/2018,20180911,Richard Roe,United States,Denver,AMER,NAMER,AnyCompany 44,1047,Retail,SMB,SaaS Connector Pack,OH9OABPTIN,127.95,3,0,21.7515
6313,EMEA-2021-120019,2/17/2021,20210217,María García,Saudi Arabia,Jeddah,EMEA,MEA,ExampleCorp 1,1033,Tech,Strategic,Marketing Suite - Gold,W70CRLPFAU,579.51,3,0,81.1314
6314,EMEA-2021-120019,2/17/2021,20210217,María García,Saudi Arabia,Jeddah,EMEA,MEA,ExampleCorp 1,1033,Tech,Strategic,Site Analytics,0WB6EDQPZO,14.99,1,0,7.3451
6315,AMER-2018-100762,11/24/2018,20181124,María García,Brazil,Rio de Janeiro,AMER,LATAM,ExampleCorp 1,1033,Tech,Strategic,ChatBot Plugin,9WNGMUMGIU,151.92,4,0,45.576
6316,AMER-2018-100762,11/24/2018,20181124,María García,Brazil,Rio de Janeiro,AMER,LATAM,ExampleCorp 1,1033,Tech,Strategic,FinanceHub,QLK9TG5206,196.62,2,0,96.3438
6317,AMER-2018-100762,11/24/2018,20181124,María García,Brazil,Rio de Janeiro,AMER,LATAM,ExampleCorp 1,1033,Tech,Strategic,Support,V5SQA48WYZ,144.12,3,0,69.1776
6318,AMER-2018-100762,11/24/2018,20181124,María García,Brazil,Rio de Janeiro,AMER,LATAM,ExampleCorp 1,1033,Tech,Strategic,Support,5F2LX40BDP,15.96,2,0,7.98
6319,AMER-2021-161459,11/26/2021,20211126,Zhang Wei,United States,Columbia,AMER,NAMER,ExampleCorp 37,1081,Communications,Strategic,Site Analytics,V63U1FZIDI,39.96,5,0.2,3.4965
6320,AMER-2021-161459,11/26/2021,20211126,Zhang Wei,United States,Columbia,AMER,NAMER,ExampleCorp 37,1081,Communications,Strategic,Support,G48AV7KGGS,34.08,6,0,15.336
6321,EMEA-2021-160017,9/29/2021,20210929,Kwesi Manu,Germany,Berlin,EMEA,EU-WEST,AnyCompany 13,1010,Communications,Strategic,Support,4J10M93WZT,10.368,2,0.2,3.6288
6322,EMEA-2018-123316,10/13/2018,20181013,Márcia Oliveira,United Kingdom,Edinburgh,EMEA,UKIR,AnyCompany 25,1038,Healthcare,Strategic,ContactMatcher,18DZJY2RE4,7.752,3,0.2,2.8101
6323,AMER-2018-141299,6/3/2018,20180603,Martha Rivera,Brazil,Brasília,AMER,LATAM,ExampleCorp 10,1060,Retail,Enterprise,SaaS Connector Pack - Gold,06XAXG6YP9,15.28,2,0,7.4872
6324,APJ-2018-104402,6/17/2018,20180617,Paulo Santos,Philippines,Quezon City,APJ,APAC,ExampleCorp 8,1055,Healthcare,SMB,Big Ol Database,3QLSZ2W1S3,65.97,3,0,31.0059
6325,AMER-2019-110289,10/29/2019,20191029,Nikhil Jayashankar,United States,Los Angeles,AMER,NAMER,AnyCompany 4,1080,Finance,Strategic,Support,DZRZ4IQWFE,33.4,5,0,16.032
6326,AMER-2019-110289,10/29/2019,20191029,Nikhil Jayashankar,United States,Los Angeles,AMER,NAMER,AnyCompany 4,1080,Finance,Strategic,SaaS Connector Pack - Gold,0R6WIFFRTN,210.84,4,0,103.3116
6327,AMER-2018-167927,1/21/2018,20180121,Jorge Souza,Brazil,Salvador,AMER,LATAM,ExampleCorp 31,1078,Finance,SMB,Marketing Suite - Gold,LV08U7DY48,13.98,1,0,4.0542
6328,AMER-2018-167927,1/21/2018,20180121,Jorge Souza,Brazil,Salvador,AMER,LATAM,ExampleCorp 31,1078,Finance,SMB,SaaS Connector Pack,73IH1RM3PF,272.94,3,0,30.0234
6329,AMER-2018-167927,1/21/2018,20180121,Jorge Souza,Brazil,Salvador,AMER,LATAM,ExampleCorp 31,1078,Finance,SMB,ContactMatcher,55ZGR3I1XY,19.05,5,0,8.9535
6330,AMER-2018-167927,1/21/2018,20180121,Jorge Souza,Brazil,Salvador,AMER,LATAM,ExampleCorp 31,1078,Finance,SMB,OneView,Q6ZJSI93UD,247.716,4,0.1,93.5816
6331,AMER-2018-167927,1/21/2018,20180121,Jorge Souza,Brazil,Salvador,AMER,LATAM,ExampleCorp 31,1078,Finance,SMB,Marketing Suite - Gold,80DYOPGGTZ,66.58,2,0,15.9792
6332,AMER-2018-167927,1/21/2018,20180121,Jorge Souza,Brazil,Salvador,AMER,LATAM,ExampleCorp 31,1078,Finance,SMB,ChatBot Plugin,BVJNJB1FJR,43.92,3,0,12.7368
6333,AMER-2018-167927,1/21/2018,20180121,Jorge Souza,Brazil,Salvador,AMER,LATAM,ExampleCorp 31,1078,Finance,SMB,SaaS Connector Pack,9MCLCS8HT4,14.73,3,0,4.8609
6334,AMER-2018-167927,1/21/2018,20180121,Jorge Souza,Brazil,Salvador,AMER,LATAM,ExampleCorp 31,1078,Finance,SMB,ContactMatcher,QG49D3BQ8V,29.7,5,0,13.365
6335,EMEA-2018-133305,7/11/2018,20180711,Diego Ramirez,United Kingdom,London,EMEA,UKIR,ExampleCorp 35,1043,Manufacturing,SMB,Support,FINMQQNOP0,49.12,4,0,23.0864
6336,EMEA-2018-133305,7/11/2018,20180711,Diego Ramirez,United Kingdom,London,EMEA,UKIR,ExampleCorp 35,1043,Manufacturing,SMB,ContactMatcher,GXVB3GJ0GW,18.28,5,0.2,6.398
6337,AMER-2020-165995,8/31/2020,20200831,María García,United States,New York City,AMER,NAMER,AnyCompany 11,1029,Healthcare,SMB,SaaS Connector Pack,Q3YFDE43MW,47.04,4,0,15.9936
6338,AMER-2020-165995,8/31/2020,20200831,María García,United States,New York City,AMER,NAMER,AnyCompany 11,1029,Healthcare,SMB,Site Analytics,ZT588TBN3R,339.96,5,0.2,42.495
6339,EMEA-2021-143112,10/6/2021,20211006,Wang Xiulan,United Kingdom,London,EMEA,UKIR,ExampleCorp 29,1056,Energy,Strategic,Site Analytics,1RJ5YRJVF6,87.8,4,0,43.9
6340,EMEA-2021-143112,10/6/2021,20211006,Wang Xiulan,United Kingdom,London,EMEA,UKIR,ExampleCorp 29,1056,Energy,Strategic,FinanceHub,E6BMFIK16N,221.382,2,0.1,2.4598
6341,EMEA-2021-143112,10/6/2021,20211006,Wang Xiulan,United Kingdom,London,EMEA,UKIR,ExampleCorp 29,1056,Energy,Strategic,Big Ol Database,NB773Y693L,5199.96,4,0,1351.9896
6342,AMER-2021-105830,1/1/2021,20210101,Paulo Santos,Mexico,Guadalajara,AMER,LATAM,ExampleCorp 8,1055,Healthcare,SMB,Marketing Suite - Gold,N4Y2WNALER,156.512,4,0.2,-35.2152
6343,APJ-2019-146255,3/7/2019,20190307,Efua Owusu,Philippines,Quezon City,APJ,APAC,AnyCompany 44,1047,Retail,Enterprise,Data Smasher,KU1Z2ZPFDJ,119.85,3,0,52.734
6344,APJ-2019-146255,3/7/2019,20190307,Efua Owusu,Philippines,Quezon City,APJ,APAC,AnyCompany 44,1047,Retail,Enterprise,ContactMatcher,IOVU5FH0FU,30.44,2,0,14.9156
6345,APJ-2019-146255,3/7/2019,20190307,Efua Owusu,Philippines,Quezon City,APJ,APAC,AnyCompany 44,1047,Retail,Enterprise,ContactMatcher,8LM99SR8J4,69.28,2,0,33.2544
6346,APJ-2019-146255,3/7/2019,20190307,Efua Owusu,Philippines,Quezon City,APJ,APAC,AnyCompany 44,1047,Retail,Enterprise,Site Analytics,JJRUX2WOTE,587.97,3,0,170.5113
6347,EMEA-2021-104822,10/21/2021,20211021,Martha Rivera,United Kingdom,London,EMEA,UKIR,ExampleCorp 28,1075,Consumer Products,Enterprise,FinanceHub,ESNT0CU5T5,24.55,5,0,12.0295
6348,AMER-2019-104486,5/1/2019,20190501,Zhang Wei,United States,Los Angeles,AMER,NAMER,ExampleCorp 27,1074,Healthcare,SMB,ContactMatcher,9Y11DEL7B7,12.176,1,0.2,4.4138
6349,AMER-2019-104486,5/1/2019,20190501,Zhang Wei,United States,Los Angeles,AMER,NAMER,ExampleCorp 27,1074,Healthcare,SMB,Marketing Suite - Gold,6V6QN8S4HO,37.32,3,0,10.4496
6350,AMER-2019-104486,5/1/2019,20190501,Zhang Wei,United States,Los Angeles,AMER,NAMER,ExampleCorp 27,1074,Healthcare,SMB,Support,R0UI1XYK5O,35.06,2,0,10.518
6351,APJ-2021-161557,9/4/2021,20210904,Diego Ramirez,Japan,Aichi,APJ,JAPN,AnyCompany 18,1039,Manufacturing,SMB,SaaS Connector Pack,005Q2UQUDZ,108.4,5,0.6,-105.69
6352,EMEA-2021-161130,11/4/2021,20211104,Diego Ramirez,Germany,Hamburg,EMEA,EU-WEST,AnyCompany 4,1080,Finance,Strategic,Site Analytics,2VSDK0GAAN,361.376,2,0.2,27.1032
6353,EMEA-2019-161347,9/13/2019,20190913,Sofía Martínez,France,Paris,EMEA,EU-WEST,AnyCompany 12,1008,Tech,SMB,ContactMatcher,C77IUJ09KP,2.412,1,0.7,-2.01
6354,EMEA-2019-109015,9/6/2019,20190906,Richard Roe,United Kingdom,London,EMEA,UKIR,ExampleCorp 18,1068,Finance,Strategic,OneView,CGQ937AGZY,8.39,1,0,2.0975
6355,EMEA-2019-109015,9/6/2019,20190906,Richard Roe,United Kingdom,London,EMEA,UKIR,ExampleCorp 18,1068,Finance,Strategic,Site Analytics,PSUBLV9CG1,337.98,2,0,101.394
6356,EMEA-2018-110611,10/6/2018,20181006,Nikhil Jayashankar,France,Paris,EMEA,EU-WEST,ExampleCorp 51,1096,Retail,SMB,Marketing Suite - Gold,ZKN935AOIU,83.92,5,0.2,-13.637
6357,AMER-2021-139080,1/24/2021,20210124,Jorge Souza,Canada,Toronto,AMER,NAMER,AnyCompany 20,1076,Tech,Strategic,ContactMatcher,WNXIEZSW9U,19.68,5,0.2,6.888
6358,AMER-2021-139080,1/24/2021,20210124,Jorge Souza,Canada,Toronto,AMER,NAMER,AnyCompany 20,1076,Tech,Strategic,Support,94CUPA3E8V,25.92,4,0,12.4416
6359,AMER-2021-139080,1/24/2021,20210124,Jorge Souza,Canada,Toronto,AMER,NAMER,AnyCompany 20,1076,Tech,Strategic,Support,U3H6L3GLFL,6.48,1,0,3.1104
6360,AMER-2021-139080,1/24/2021,20210124,Jorge Souza,Canada,Toronto,AMER,NAMER,AnyCompany 20,1076,Tech,Strategic,Site Analytics,3TZ2Q9Y4UD,86.352,6,0.2,8.6352
6361,AMER-2019-115693,12/10/2019,20191210,Arnav Desai,United States,New York City,AMER,NAMER,ExampleCorp 42,1087,Manufacturing,Enterprise,ChatBot Plugin,8WLVEQW0PO,56.3,2,0,15.764
6362,EMEA-2018-107993,11/25/2018,20181125,Nikhil Jayashankar,Belgium,Antwerp,EMEA,EU-WEST,AnyCompany 45,1045,Manufacturing,SMB,ChatBot Plugin,A2AZ6D5HO8,51.016,7,0.2,8.2901
6363,AMER-2021-110443,11/22/2021,20211122,Martha Rivera,Canada,Calgary,AMER,NAMER,AnyCompany 15,1101,Finance,SMB,ContactMatcher,2GZO6D1LOP,150.8,5,0.2,56.55
6364,AMER-2021-110443,11/22/2021,20211122,Martha Rivera,Canada,Calgary,AMER,NAMER,AnyCompany 15,1101,Finance,SMB,Big Ol Database,GSGY4BUIHS,1039.992,1,0.2,103.9992
6365,AMER-2021-110443,11/22/2021,20211122,Martha Rivera,Canada,Calgary,AMER,NAMER,AnyCompany 15,1101,Finance,SMB,Support,0AWE9TQ48G,51.84,8,0,24.8832
6366,EMEA-2021-144848,4/5/2021,20210405,Ana Carolina Silva,United Kingdom,London,EMEA,UKIR,ExampleCorp 51,1096,Retail,Enterprise,Site Analytics,KRCIIX5FIT,41.22,1,0,11.1294
6367,EMEA-2021-144848,4/5/2021,20210405,Ana Carolina Silva,United Kingdom,London,EMEA,UKIR,ExampleCorp 51,1096,Retail,Enterprise,Support,DC7E9BVCUV,240.37,1,0,7.2111
6368,EMEA-2021-144848,4/5/2021,20210405,Ana Carolina Silva,United Kingdom,London,EMEA,UKIR,ExampleCorp 51,1096,Retail,Enterprise,Site Analytics,X90AYCQLH4,119.02,2,0,33.3256
6369,AMER-2021-147998,5/20/2021,20210520,Mateo Jackson,United States,Chicago,AMER,NAMER,AnyCompany 23,1017,Energy,SMB,ContactMatcher,U1PI6PPWBO,133.12,5,0.2,49.92
6370,APJ-2020-103919,10/4/2020,20201004,María García,Japan,Saitama,APJ,JAPN,ExampleCorp 25,1073,Consumer Products,Strategic,SaaS Connector Pack,PD18CP0U20,38.08,5,0.6,-29.512
6371,EMEA-2020-113425,11/22/2020,20201122,Jorge Souza,United Kingdom,London,EMEA,UKIR,ExampleCorp 3,1086,Tech,Enterprise,Marketing Suite,HPK5SYUDUU,113.568,2,0.2,12.7764
6372,EMEA-2021-143035,10/4/2021,20211004,Sofía Martínez,United Kingdom,London,EMEA,UKIR,ExampleCorp 14,1064,Healthcare,Enterprise,SaaS Connector Pack,HVRHMH9G7W,83.92,4,0,21.8192
6373,EMEA-2021-143035,10/4/2021,20211004,Sofía Martínez,United Kingdom,London,EMEA,UKIR,ExampleCorp 14,1064,Healthcare,Enterprise,ChatBot Plugin,F8CLW2COU8,6.63,3,0,3.1161
6374,EMEA-2021-143035,10/4/2021,20211004,Sofía Martínez,United Kingdom,London,EMEA,UKIR,ExampleCorp 14,1064,Healthcare,Enterprise,Data Smasher,BZP5D34T0Z,371.97,3,0,66.9546
6375,EMEA-2018-107811,4/29/2018,20180429,Alejandro Rosalez,South Africa,Cape Town,EMEA,MEA,ExampleCorp 5,1051,Tech,Strategic,FinanceHub,SOHJLQAN2Z,561.584,2,0.2,70.198
6376,EMEA-2018-107811,4/29/2018,20180429,Alejandro Rosalez,South Africa,Cape Town,EMEA,MEA,ExampleCorp 5,1051,Tech,Strategic,Marketing Suite - Gold,DI6I9PSZ5U,99.92,5,0.2,-1.249
6377,EMEA-2020-163216,10/8/2020,20201008,María García,France,Paris,EMEA,EU-WEST,AnyCompany 36,1034,Energy,Enterprise,FinanceHub,P6WW0B84D7,4.928,2,0.2,1.7248
6378,AMER-2020-116442,12/16/2020,20201216,Mary Major,United States,New York City,AMER,NAMER,ExampleCorp 52,1097,Communications,SMB,SaaS Connector Pack,OCZOYGSBJV,14.76,2,0,4.2804
6379,EMEA-2021-150623,4/11/2021,20210411,María García,Saudi Arabia,Riyadh,EMEA,MEA,ExampleCorp 9,1057,Retail,Enterprise,Data Smasher,RJ8RRS5B50,99.99,1,0,41.9958
6380,EMEA-2021-150623,4/11/2021,20210411,María García,Saudi Arabia,Riyadh,EMEA,MEA,ExampleCorp 9,1057,Retail,Enterprise,Marketing Suite - Gold,0NYSTHN3CQ,286.15,5,0,71.5375
6381,AMER-2018-163797,4/8/2018,20180408,María García,Chile,Santiago,AMER,LATAM,AnyCompany 19,1065,Finance,Enterprise,Storage,YOJTKQN2KR,49.792,8,0.2,-11.8256
6382,AMER-2020-127236,3/30/2020,20200330,Wang Xiulan,Mexico,Toluca,AMER,LATAM,ExampleCorp 21,1098,Transportation,SMB,Marketing Suite,EVZU94RKKD,299.975,5,0.5,-167.986
6383,AMER-2020-127236,3/30/2020,20200330,Wang Xiulan,Mexico,Toluca,AMER,LATAM,ExampleCorp 21,1098,Transportation,SMB,Site Analytics,CLI57R0M7R,158.376,4,0.4,-36.9544
6384,APJ-2021-104661,1/16/2021,20210116,Jorge Souza,Japan,Chiba,APJ,JAPN,AnyCompany 2,1002,Healthcare,SMB,ContactMatcher,ILSSYY97R1,32.784,4,0.8,-52.4544
6385,APJ-2021-104661,1/16/2021,20210116,Jorge Souza,Japan,Chiba,APJ,JAPN,AnyCompany 2,1002,Healthcare,SMB,Data Smasher,D611O1XQ51,47.984,2,0.2,14.3952
6386,APJ-2021-104661,1/16/2021,20210116,Jorge Souza,Japan,Chiba,APJ,JAPN,AnyCompany 2,1002,Healthcare,SMB,Data Smasher,MW9YQC69YI,62.592,8,0.2,13.3008
6387,APJ-2021-104661,1/16/2021,20210116,Jorge Souza,Japan,Chiba,APJ,JAPN,AnyCompany 2,1002,Healthcare,SMB,ContactMatcher,CLAU60N48U,4.276,1,0.8,-6.6278
6388,AMER-2018-134103,1/31/2018,20180131,Sofía Martínez,Brazil,São Paulo,AMER,LATAM,AnyCompany 20,1014,Manufacturing,SMB,Support,K8T1AJYOXR,10.56,2,0,4.752
6389,AMER-2018-134103,1/31/2018,20180131,Sofía Martínez,Brazil,São Paulo,AMER,LATAM,AnyCompany 20,1014,Manufacturing,SMB,Marketing Suite - Gold,9H35J024O7,229.94,2,0,6.8982
6390,EMEA-2019-147529,2/7/2019,20190207,María García,Spain,Barcelona,EMEA,EU-WEST,ExampleCorp 30,1077,Consumer Products,Strategic,SaaS Connector Pack - Gold,B7FJJ53WNG,311.15,5,0,146.2405
6391,EMEA-2019-147529,2/7/2019,20190207,María García,Spain,Barcelona,EMEA,EU-WEST,ExampleCorp 30,1077,Consumer Products,Strategic,Support,TNN6P764FR,12.96,2,0,6.3504
6392,EMEA-2020-129126,12/15/2020,20201215,Márcia Oliveira,United Kingdom,London,EMEA,UKIR,ExampleCorp 42,1087,Manufacturing,SMB,Support,G8L0E1JKN5,14.62,2,0,6.7252
6393,EMEA-2020-129126,12/15/2020,20201215,Márcia Oliveira,United Kingdom,London,EMEA,UKIR,ExampleCorp 42,1087,Manufacturing,SMB,FinanceHub,HWDYAWAYV4,5.76,2,0,2.8224
6394,EMEA-2020-129126,12/15/2020,20201215,Márcia Oliveira,United Kingdom,London,EMEA,UKIR,ExampleCorp 42,1087,Manufacturing,SMB,Storage,WX7L3VN3ED,21.48,6,0,10.5252
6395,EMEA-2020-129126,12/15/2020,20201215,Márcia Oliveira,United Kingdom,London,EMEA,UKIR,ExampleCorp 42,1087,Manufacturing,SMB,SaaS Connector Pack,1OLGYOBTLQ,396.92,4,0,198.46
6396,EMEA-2020-129126,12/15/2020,20201215,Márcia Oliveira,United Kingdom,London,EMEA,UKIR,ExampleCorp 42,1087,Manufacturing,SMB,Marketing Suite - Gold,I40HIV739A,17.15,1,0,4.6305
6397,EMEA-2020-129126,12/15/2020,20201215,Márcia Oliveira,United Kingdom,London,EMEA,UKIR,ExampleCorp 42,1087,Manufacturing,SMB,ContactMatcher,4GVY5WK88R,23.12,2,0.2,7.803
6398,APJ-2021-131632,11/1/2021,20211101,John Doe,Japan,Aichi,APJ,JAPN,AnyCompany 39,1009,Manufacturing,Enterprise,ChatBot Plugin,BI6TAQO36F,5.248,2,0.2,0.5904
6399,EMEA-2021-151981,8/7/2021,20210807,Kwaku Mensah,Greece,Thessaloniki,EMEA,EU-EAST,AnyCompany 37,1035,Finance,Enterprise,Site Analytics,ZIKNLZYR9R,824.95,5,0,247.485
6400,EMEA-2021-151981,8/7/2021,20210807,Kwaku Mensah,Greece,Thessaloniki,EMEA,EU-EAST,AnyCompany 37,1035,Finance,Enterprise,FinanceHub,9I4YH1D57I,24.64,8,0,11.8272
6401,EMEA-2021-151981,8/7/2021,20210807,Kwaku Mensah,Greece,Thessaloniki,EMEA,EU-EAST,AnyCompany 37,1035,Finance,Enterprise,ChatBot Plugin,OF58RUS9Y4,227.88,6,0,68.364
6402,EMEA-2021-125472,5/31/2021,20210531,Richard Roe,Czech Republic,Prague,EMEA,EU-EAST,AnyCompany 17,1012,Finance,SMB,Marketing Suite,MB349WP800,241.96,2,0,33.8744
6403,EMEA-2021-125472,5/31/2021,20210531,Richard Roe,Czech Republic,Prague,EMEA,EU-EAST,AnyCompany 17,1012,Finance,SMB,ContactMatcher,1ASNLGKF8A,3.89,1,0,1.8672
6404,EMEA-2021-125472,5/31/2021,20210531,Richard Roe,Czech Republic,Prague,EMEA,EU-EAST,AnyCompany 17,1012,Finance,SMB,SaaS Connector Pack,QX7PRDUFED,8.01,3,0,3.0438
6405,EMEA-2019-156328,11/30/2019,20191130,Arnav Desai,Sweden,Stockholm,EMEA,NOR,ExampleCorp 20,1071,Misc,SMB,Site Analytics,OI99XEKZRA,177.48,3,0.2,19.9665
6406,AMER-2021-154074,9/1/2021,20210901,Mary Major,Canada,Montreal,AMER,NAMER,AnyCompany 24,1023,Energy,Strategic,FinanceHub,HAAMI8WDTF,569.568,2,0.2,7.1196
6407,AMER-2021-154074,9/1/2021,20210901,Mary Major,Canada,Montreal,AMER,NAMER,AnyCompany 24,1023,Energy,Strategic,Marketing Suite - Gold,SV4EOE6X4B,149.73,7,0,43.4217
6408,APJ-2021-161774,5/15/2021,20210515,Sofía Martínez,Japan,Tokyo,APJ,JAPN,ExampleCorp 11,1044,Energy,SMB,FinanceHub,HPSL7ZDZM9,899.43,5,0.3,-12.849
6409,APJ-2021-161774,5/15/2021,20210515,Sofía Martínez,Japan,Tokyo,APJ,JAPN,ExampleCorp 11,1044,Energy,SMB,ChatBot Plugin,Q1SYTUE94L,46.2,5,0.2,5.775
6410,APJ-2021-161774,5/15/2021,20210515,Sofía Martínez,Japan,Tokyo,APJ,JAPN,ExampleCorp 11,1044,Energy,SMB,Support,KUG6CHFA63,47.952,3,0.2,16.1838
6411,APJ-2021-161774,5/15/2021,20210515,Sofía Martínez,Japan,Tokyo,APJ,JAPN,ExampleCorp 11,1044,Energy,SMB,Site Analytics,CJC1RBH8ZP,7.992,1,0.2,0.6993
6412,APJ-2021-161774,5/15/2021,20210515,Sofía Martínez,Japan,Tokyo,APJ,JAPN,ExampleCorp 11,1044,Energy,SMB,Support,HAS1UZPYOI,76.864,2,0.2,26.9024
6413,EMEA-2021-151211,8/18/2021,20210818,John Doe,Ireland,Dublin,EMEA,UKIR,AnyCompany 39,1009,Manufacturing,Enterprise,ContactMatcher,6GC43V4GZS,102.93,3,0,48.3771
6414,EMEA-2021-151211,8/18/2021,20210818,John Doe,Ireland,Dublin,EMEA,UKIR,AnyCompany 39,1009,Manufacturing,Enterprise,Data Smasher,RMU117OX29,98.16,6,0,9.816
6415,EMEA-2021-142671,11/11/2021,20211111,Nikki Wolf,Germany,Frankfurt,EMEA,EU-WEST,AnyCompany 42,1083,Misc,Enterprise,ContactMatcher,37CQKCK04M,11.52,5,0.7,-7.68
6416,AMER-2021-144750,8/22/2021,20210822,Alejandro Rosalez,Chile,Santiago,AMER,LATAM,ExampleCorp 26,1018,Energy,Strategic,Support,7FE02WY38M,83.88,1,0.2,29.358
6417,EMEA-2020-111976,3/9/2020,20200309,Nikhil Jayashankar,France,Paris,EMEA,EU-WEST,ExampleCorp 34,1015,Tech,SMB,Site Analytics,KPEGS59DFJ,108.576,4,0.4,-25.3344
6418,EMEA-2020-111976,3/9/2020,20200309,Nikhil Jayashankar,France,Paris,EMEA,EU-WEST,ExampleCorp 34,1015,Tech,SMB,Storage,NF1ZIEYCY4,5.984,2,0.2,-1.3464
6419,APJ-2020-140130,11/1/2020,20201101,Mary Major,Singapore,Singapore,APJ,APAC,ExampleCorp 47,1093,Energy,Strategic,Support,KD3194EU3J,21.96,2,0,6.1488
6420,APJ-2020-140130,11/1/2020,20201101,Mary Major,Singapore,Singapore,APJ,APAC,ExampleCorp 47,1093,Energy,Strategic,FinanceHub,G8LHCJ6KPT,368.97,3,0,81.1734
6421,APJ-2020-140130,11/1/2020,20201101,Mary Major,Singapore,Singapore,APJ,APAC,ExampleCorp 47,1093,Energy,Strategic,ChatBot Plugin,DZVPONAUOE,12.39,3,0,3.4692
6422,APJ-2020-140130,11/1/2020,20201101,Mary Major,Singapore,Singapore,APJ,APAC,ExampleCorp 47,1093,Energy,Strategic,Marketing Suite - Gold,4ZHUMAA489,332.94,3,0,9.9882
6423,EMEA-2018-159121,7/26/2018,20180726,Paulo Santos,Turkey,Bursa,EMEA,MEA,AnyCompany 36,1034,Energy,Strategic,Data Smasher,C6TIFTL21K,111.93,7,0,34.6983
6424,AMER-2019-149650,10/24/2019,20191024,Mateo Jackson,United States,San Diego,AMER,NAMER,ExampleCorp 29,1056,Energy,Enterprise,FinanceHub,U1U2P4CXJV,454.272,8,0.2,-73.8192
6425,APJ-2021-115777,8/20/2021,20210820,Wang Xiulan,South Korea,Busan,APJ,APAC,ExampleCorp 31,1078,Finance,SMB,Support,VJOYH3XGSA,19.44,3,0,9.3312
6426,EMEA-2020-143714,5/24/2020,20200524,Jane Doe,France,Paris,EMEA,EU-WEST,AnyCompany 18,1039,Manufacturing,SMB,Alchemy,C76HNU0077,8399.976,4,0.4,1119.9968
6427,EMEA-2020-143714,5/24/2020,20200524,Jane Doe,France,Paris,EMEA,EU-WEST,AnyCompany 18,1039,Manufacturing,SMB,ContactMatcher,2MLWRQ879O,6.294,1,0.7,-4.196
6428,EMEA-2020-143714,5/24/2020,20200524,Jane Doe,France,Paris,EMEA,EU-WEST,AnyCompany 18,1039,Manufacturing,SMB,Support,JQ3J64BSZK,10.368,2,0.2,3.6288
6429,EMEA-2020-143714,5/24/2020,20200524,Jane Doe,France,Paris,EMEA,EU-WEST,AnyCompany 18,1039,Manufacturing,SMB,Site Analytics,BY1Q8KMYT0,122.382,3,0.4,-24.4764
6430,EMEA-2018-165764,11/3/2018,20181103,Mary Major,Sweden,Stockholm,EMEA,NOR,AnyCompany 20,1076,Tech,SMB,Marketing Suite - Gold,DCWEKCGLJV,25.984,2,0.2,-1.624
6431,EMEA-2018-165764,11/3/2018,20181103,Mary Major,Sweden,Stockholm,EMEA,NOR,AnyCompany 20,1076,Tech,SMB,ContactMatcher,Y88R8CDZ2O,945.036,6,0.4,-299.2614
6432,EMEA-2018-165764,11/3/2018,20181103,Mary Major,Sweden,Gothenburg,EMEA,NOR,AnyCompany 20,1076,Tech,SMB,ContactMatcher,4LT7M0FRCK,14.301,7,0.7,-10.4874
6433,EMEA-2018-165764,11/3/2018,20181103,Mary Major,Sweden,Gothenburg,EMEA,NOR,AnyCompany 20,1076,Tech,SMB,SaaS Connector Pack,DWPVM3NG3W,410.352,3,0.2,-51.294
6434,APJ-2019-121405,3/30/2019,20190330,Nikki Wolf,Australia,Sydney,APJ,ANZ,AnyCompany 37,1035,Finance,Strategic,Support,DCDHWL1N67,23.52,5,0.2,8.526
6435,APJ-2019-121405,3/30/2019,20190330,Nikki Wolf,Australia,Sydney,APJ,ANZ,AnyCompany 37,1035,Finance,Strategic,Site Analytics,TDBHYHC0Q5,180.96,5,0.2,13.572
